Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BBIO200,INTRO BIOLOGY II,BBIO,2023,SPR,-,-,10671,A,5,-,TTh,845-1045,DISC,162,"Servetnick, Marc",Open,44,96,-,$70,-
BBIO200,INTRO BIOLOGY II,BBIO,2023,SPR,-,-,10673,AB,-,LB,T,130-330,DISC,263,"Servetnick, Marc",Open,21,24,-,-,-
BBIO200,INTRO BIOLOGY II,BBIO,2023,SPR,-,-,10674,AC,-,LB,Th,1100-100,DISC,263,"Servetnick, Marc",Open,23,24,-,-,-
BBIO220,INTRO BIOLOGY III,BBIO,2023,SPR,-,-,10675,A,5,-,TTh,845-1045,DISC,061,"White, Bryan",Open,65,72,-,$70,-
BBIO220,INTRO BIOLOGY III,BBIO,2023,SPR,-,-,10676,AA,-,LB,M,1100-100,DISC,267,"White, Bryan",Open,18,24,-,-,-
BBIO220,INTRO BIOLOGY III,BBIO,2023,SPR,-,-,10677,AB,-,LB,M,130-330,DISC,267,"White, Bryan",Open,23,24,-,-,-
BBIO220,INTRO BIOLOGY III,BBIO,2023,SPR,-,-,10678,AC,-,LB,W,1100-100,DISC,267,"White, Bryan",Closed,24,24,-,-,-
BBIO231,GENES & HEREDITY,BBIO,2023,SPR,no_restriction,no_add_code,21238,A,5,-,MW,845-1045,UW1,220,"McNabb, She, Her, Hers, Susan",Open,8,24,-,-,J
BBIO285,SEMINAR IN BIOLOGY,BBIO,2023,SPR,-,-,21384,A,3,-,T,330-530,DISC,165B,"Price, Becca",Open,4,15,-,-,J
BBIO293,SPEC TOPICS BIOLOGY ,BBIO,2023,SPR,no_restriction,no_add_code,10682,A,5,-,MW,330-530,UW1,060,"Price, Michele B.",Open,19,24,-,-,-
BBIO310,BRAIN AND BEHAVIOR,BBIO,2023,SPR,Restr,no_add_code,-,A,5,-,MW,115-315,UW1,041,"Niraula, Anzela",Closed,60,60,-,-,-
BBIO330,MARINE BIOLOGY,BBIO,2023,SPR,no_restriction,no_add_code,21242,A,5,-,F,1100-300,UWBB,107G,"Galindo, Heather M",Closed,18,18,-,$104,-
BBIO352,ANAT & PHYSIOL II,BBIO,2023,SPR,-,-,10684,A,5,-,TTh,845-1045,DISC,252,"Jensen, Jeffrey",Open,34,48,-,$110,-
BBIO352,ANAT & PHYSIOL II,BBIO,2023,SPR,-,-,10685,AA,-,LB,T,200-500,DISC,267,"Jensen, Jeffrey",Open,12,24,-,-,-
BBIO352,ANAT & PHYSIOL II,BBIO,2023,SPR,-,-,10686,AB,-,LB,Th,115-415,DISC,267,"Jensen, Jeffrey",Open,22,24,-,-,-
BBIO360,INTRO GENETICS,BBIO,2023,SPR,no_restriction,no_add_code,10688,A,5,-,TTh,330-530,UW1,202,"Newman, Shannon L.",Open,33,48,-,-,-
BBIO364,BIOCHEMISTRY I,BBIO,2023,SPR,no_restriction,no_add_code,21245,A,5,-,MW,115-315,UW2,228,"Anderson, Peter",Closed,10,9,-,-,J
BBIO365,BIOCHEMISTRY II,BBIO,2023,SPR,no_restriction,no_add_code,21248,A,5,-,TTh,1100-100,UW1,031,"Shippy, Scott",Open,9,15,-,-,J
BBIO370,MICROBIOLOGY,BBIO,2023,SPR,no_restriction,no_add_code,10691,A,5,-,TTh,845-1045,UW2,131,"Seah, Yee Mey",Open,27,48,-,$150,-
BBIO370,MICROBIOLOGY,BBIO,2023,SPR,-,-,10692,AA,-,LB,M,115-315,DISC,263,"Narayanan, Zareen",Open,11,24,-,-,-
BBIO370,MICROBIOLOGY,BBIO,2023,SPR,-,-,10693,AB,-,LB,W,115-315,DISC,263,"Narayanan, Zareen",Open,16,24,-,-,-
BBIO375,MOLECULAR BIOLOGY,BBIO,2023,SPR,no_restriction,no_add_code,10695,A,5,-,MW,330-530,UW2,221,"Gillis, Ian",Open,11,15,-,-,J
BBIO380,CELL BIOLOGY,BBIO,2023,SPR,-,add_code_required,10696,A,5,-,F,1100-130,UWBB,230,"Lewis, Alaron A",-,24,25,-,-,WB
BBIO383,BIOINFORMATICS,BBIO,2023,SPR,no_restriction,no_add_code,10697,A,5,-,TTh,115-315,*,*,"Zaneveld, Jesse",Closed,18,15,-,-,JO
BBIO393,SPEC TOPICS BIOLOGY ,BBIO,2023,SPR,-,-,10698,A,5,-,MW,1100-100,DISC,369,"Price, Michele B.",Open,21,24,-,-,-
BBIO394,TOPICS IN NEUROSCI,BBIO,2023,SPR,no_restriction,no_add_code,21240,A,5,-,MW,845-1045,UW2,221,"Al-Noori, Salwa",Open,24,30,-,-,-
BBIO466,EVOLUTION,BBIO,2023,SPR,no_restriction,no_add_code,10703,A,5,-,MW,1100-100,UW2,141,"Jensen, Jeffrey",Open,46,48,-,-,-
BBIO480,NEUROBIOLOGY,BBIO,2023,SPR,no_restriction,no_add_code,10707,A,5,-,MW,330-530,UW2,031,"McNabb, She, Her, Hers, Susan",Open,27,48,-,-,-
BBIO495,INVESTIGATIVE BIO,BBIO,2023,SPR,-,add_code_required,21243,A,5,-,F,1000-200,UWBB,240,"Bester-Meredith, Janet",-,12,12,-,$65,-
BBIO495,INVESTIGATIVE BIO,BBIO,2023,SPR,-,add_code_required,21244,B,5,-,TTh,115-315,UWBB,270,"Hillesland, Kristina Linnea",-,12,12,-,$130,-
BBIO495,INVESTIGATIVE BIO,BBIO,2023,SPR,-,add_code_required,21484,C,5,-,MW,1100-100,UWBB,270,"Sen, Keya",-,10,12,-,$130,-
