Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BBIO180,INTRO BIOLOGY I,BBIO,2022,WIN,-,-,10709,A,5,-,TTh,845-1045,DISC,061,"Jensen, Jeffrey",Open,74,96,-,$70,-
BBIO180,INTRO BIOLOGY I,BBIO,2022,WIN,-,-,10710,AA,-,LB,T,1100-100,DISC,263,"Campbell, Dana",Open,21,24,-,-,-
BBIO180,INTRO BIOLOGY I,BBIO,2022,WIN,-,-,10711,AB,-,LB,T,130-330,DISC,263,"Campbell, Dana",Open,12,24,-,-,-
BBIO180,INTRO BIOLOGY I,BBIO,2022,WIN,-,-,10712,AC,-,LB,Th,1100-100,DISC,263,"Campbell, Dana",Open,21,24,-,-,-
BBIO180,INTRO BIOLOGY I,BBIO,2022,WIN,-,-,10713,AD,-,LB,Th,145-345,DISC,263,"Campbell, Dana",Open,20,24,-,-,-
BBIO200,INTRO BIOLOGY II,BBIO,2022,WIN,-,add_code_required,10714,A,5,-,TTh,845-1045,DISC,162,"White, Bryan",-,95,96,-,$70,-
BBIO200,INTRO BIOLOGY II,BBIO,2022,WIN,-,-,10715,AA,-,LB,W,845-1045,DISC,263,"White, Bryan",Closed,24,24,-,-,-
BBIO200,INTRO BIOLOGY II,BBIO,2022,WIN,-,-,10716,AB,-,LB,W,1115-115,DISC,263,"White, Bryan",Closed,24,24,-,-,-
BBIO200,INTRO BIOLOGY II,BBIO,2022,WIN,-,-,10717,AC,-,LB,W,145-345,DISC,263,"White, Bryan",Open,23,24,-,-,-
BBIO200,INTRO BIOLOGY II,BBIO,2022,WIN,-,-,10718,AD,-,LB,F,845-1045,DISC,263,"White, Bryan",Closed,24,24,-,-,-
BBIO231,GENES & HEREDITY,BBIO,2022,WIN,no_restriction,no_add_code,10719,A,5,-,MW,330-530,UW1,050,"McNabb, She, Her, Hers, Susan",Open,25,30,-,-,J
BBIO285,SEMINAR IN BIOLOGY,BBIO,2022,WIN,-,-,21709,A,3,-,Th,115-315,DISC,256,"Price, Rebecca M.",Closed,12,12,-,-,J
BBIO320,BEHAV NEURO,BBIO,2022,WIN,no_restriction,no_add_code,10721,A,5,-,TTh,115-315,UW2,031,"Wacker, D",Open,47,48,-,-,%
BBIO351,ANAT & PHYSIOL I,BBIO,2022,WIN,no_restriction,no_add_code,10722,A,5,-,MW,1100-100,UW2,005,"Price, Michele B.",Open,71,72,-,$160,-
BBIO351,ANAT & PHYSIOL I,BBIO,2022,WIN,-,-,10723,AA,-,LB,W,200-500,DISC,267,"Price, Michele B.",Closed,24,24,-,-,-
BBIO351,ANAT & PHYSIOL I,BBIO,2022,WIN,-,-,10724,AB,-,LB,Th,845-1145,DISC,267,"Price, Michele B.",Closed,24,24,-,-,-
