Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other,Instructor_raw_from_website,Instructor_pronouns
BIS133,INTRO ACTING,BIS,2018,SPR,no_restriction,no_add_code,11534,B,2,-,TTh,900-1030,UW2,021,"Doyle, Gavin T",Closed,24,24,-,-,-,"Doyle, Gavin T",not listed
BIS134,INTRO DANCE,BIS,2018,SPR,no_restriction,no_add_code,11535,A,2,-,TTh,115-245,UW2,021,"Garcia-Snyder, Diana",Closed,26,24,-,-,-,"Garcia-Snyder, Diana",not listed
BIS134,INTRO DANCE,BIS,2018,SPR,no_restriction,no_add_code,11536,B,2,-,TTh,-,545-715P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '021', in original. Note: couldn't interpret 'Garcia-Snyder,Diana', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '22', in original. Note: couldn't interpret '24', in original.",-,not listed
BIS141,NAT HIST & ENV SCI,BIS,2018,SPR,-,-,11537,A,5,-,TTh,115-315,DISC,061,"Valdez, Maria Ursula",Open,34,45,-,-,-,"Valdez, Maria Ursula",not listed
BIS153,INTRO GEOLOGY,BIS,2018,SPR,-,-,11538,A,5,-,MW,115-315,DISC,369,"Shinneman, Avery",Closed,18,15,-,$20,J,"Shinneman, Avery",not listed
BIS154,INTRO OCEANOGRAPHY,BIS,2018,SPR,no_restriction,no_add_code,11539,A,5,-,TTh,115-315,UW2,131,"Galindo, Heather Michelle",Open,23,15,-,-,J,"Galindo, Heather Michelle",not listed
BIS161,INTRO FILM NARRATIV ,BIS,2018,SPR,no_restriction,no_add_code,11540,A,5,-,F,845-100,UW1,202,"Tonacchio, Salvatore",Open,29,32,-,-,-,"Tonacchio, Salvatore",not listed
BIS170,INTRO TO PSYCH,BIS,2018,SPR,no_restriction,no_add_code,11541,A,5,-,TTh,845-1045,UW1,030,"McGuire, Mary V.",Open,37,45,-,-,-,"McGuire, Mary V.",not listed
BIS170,INTRO TO PSYCH,BIS,2018,SPR,no_restriction,no_add_code,11542,B,5,-,F,115-315,UW1,202,"McGuire, Mary V.",Closed,25,25,-,-,B,"McGuire, Mary V.",not listed
BIS175,AMERICAN GOVT,BIS,2018,SPR,no_restriction,no_add_code,11543,A,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '102', in original. Note: couldn't interpret 'STREICHLER,STUART', in original. Note: couldn't interpret 'ALAN', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '33', in original. Note: couldn't interpret '45', in original.",-,not listed
BIS178,INTRO TO COMM,BIS,2018,SPR,no_restriction,no_add_code,11544,A,5,-,MW,845-1045,UW2,005,"Tang, Min",Closed,45,45,-,-,-,"Tang, Min",not listed
BIS193,INTRO TO PHILOSOPHY ,BIS,2018,SPR,no_restriction,no_add_code,11545,A,5,-,TTh,1100-100,UWBB,240,"Trumbull, Robert",Open,42,45,-,-,-,"Trumbull, Robert",not listed
BIS200,INTRO MICROECON,BIS,2018,SPR,no_restriction,no_add_code,21174,A,5,-,MW,115-315,UW1,202,"Twinam, Tate A",Open,21,22,-,-,J,"Twinam, Tate A",not listed
BIS200,INTRO MICROECON,BIS,2018,SPR,no_restriction,no_add_code,21183,B,5,-,TTh,845-1045,UW1,010,"Stephany, Aurora",Open,19,22,-,-,J,"Stephany, Aurora",not listed
BIS201,INTRO MACROECON,BIS,2018,SPR,no_restriction,no_add_code,21185,A,5,-,MW,845-1045,UW1,040,"Nedita, Codrin C.",Open,6,10,-,-,J,"Nedita, Codrin C.",not listed
BIS201,INTRO MACROECON,BIS,2018,SPR,no_restriction,no_add_code,21187,B,5,-,MW,115-315,UW1,040,"Nedita, Codrin C.",Open,9,10,-,-,J,"Nedita, Codrin C.",not listed
BIS216,INTRO CULTURE STUDY ,BIS,2018,SPR,no_restriction,no_add_code,11546,A,5,-,MW,115-315,UW2,340,"Murr, Jonathan E",Open,39,40,-,-,-,"Murr, Jonathan E",not listed
BIS220,DEVELOPMENTAL PSYCH ,BIS,2018,SPR,no_restriction,no_add_code,11547,A,5,-,MW,845-1045,UW1,050,"Udell, Wadiya A",Open,39,45,-,-,-,"Udell, Wadiya A",not listed
BIS221,GENDER & SEXUALITY,BIS,2018,SPR,no_restriction,no_add_code,11548,A,5,-,MW,1100-100,UW1,030,"Tagle, Thea Q",Closed,45,45,-,-,-,"Tagle, Thea Q",not listed
BIS224,INTRO FEMINIST STDY ,BIS,2018,SPR,no_restriction,no_add_code,11549,A,5,-,T,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '210', in original. Note: couldn't interpret 'Butler-Wall,Karisa', in original. Note: couldn't interpret 'Anne', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret 'B', in original.",-,not listed
BIS225,SOCIAL PSYCHOLOGY,BIS,2018,SPR,no_restriction,no_add_code,11550,A,5,-,MW,115-315,UW1,220,"Silva, Janelle M",Open,44,45,-,-,-,"Silva, Janelle M",not listed
BIS232,DATA VISUALIZATION,BIS,2018,SPR,no_restriction,no_add_code,11551,A,5,-,TTh,330-530,UW1,120,"Anderson, Baaska",Closed,32,32,-,-,S,"Anderson, Baaska",not listed
BIS233,PARTICIP MEDIA CLTR ,BIS,2018,SPR,no_restriction,no_add_code,11552,A,5,-,W,1100-100,UW2,121,"Berliner, Lauren S.",Closed,25,24,-,$50,B,"Berliner, Lauren S.",not listed
BIS236,INTERACTIVE MEDIA,BIS,2018,SPR,no_restriction,no_add_code,11553,A,5,-,TTh,845-1045,UW1,110,"Chen, Mark Guang-Min",Open,44,45,-,-,-,"Chen, Mark Guang-Min",not listed
BIS237,PUBLIC SPEAKING/COM ,BIS,2018,SPR,-,-,11554,A,5,-,MW,1100-100,UW2,005,"Vaughan, Denise A",Open,43,45,-,-,-,"Vaughan, Denise A",not listed
BIS240,SUSTAINABLE PRACT,BIS,2018,SPR,no_restriction,no_add_code,11555,A,5,-,TTh,845-1045,UW1,051,"Rivera, Rebeca F",Open,31,45,-,-,-,"Rivera, Rebeca F",not listed
BIS241,NATURE IN NORTHWEST ,BIS,2018,SPR,no_restriction,no_add_code,11556,A,5,-,MW,330-530,UW1,221,"Gold, Warren G.",Open,42,45,-,-,-,"Gold, Warren G.",not listed
BIS252,POLITICS OF SCI,BIS,2018,SPR,no_restriction,no_add_code,21644,A,5,-,TTh,330-530,UW2,031,"Cram, Shannon C",Closed,45,45,-,-,%,"Cram, Shannon C",not listed
BIS255,CRITICAL DIVERSITY,BIS,2018,SPR,no_restriction,no_add_code,11558,A,5,-,TTh,330-530,UW1,220,"Tagle, Thea Q",Open,26,29,-,-,J,"Tagle, Thea Q",not listed
BIS267,US HISTORY FRM 1865 ,BIS,2018,SPR,no_restriction,no_add_code,11559,A,5,-,TTh,330-530,UW1,202,"Kim, Kevin",Open,18,45,-,-,-,"Kim, Kevin",not listed
BIS269,WRLD HSTRY AF 1500,BIS,2018,SPR,no_restriction,no_add_code,11560,A,5,-,TTh,115-315,UW1,202,"Wood, Alan T",Open,30,45,-,-,-,"Wood, Alan T",not listed
BIS270,ABNORMAL PSYCHOLOGY ,BIS,2018,SPR,no_restriction,no_add_code,11561,A,5,-,TTh,1100-100,UW1,041,"Hartmann, William E",Open,44,45,-,-,-,"Hartmann, William E",not listed
BIS282,GLOBALIZATION,BIS,2018,SPR,no_restriction,no_add_code,11562,A,5,-,MW,845-1045,SSG,CNSVTRY,"McKeithen, William L.",Open,29,30,-,-,-,"McKeithen, William L.",not listed
BIS283,INTRODUCTION TO LAW ,BIS,2018,SPR,no_restriction,no_add_code,11563,A,5,-,MW,330-530,UW2,240,"Griffin, Maryam S",Open,19,45,-,-,-,"Griffin, Maryam S",not listed
BIS284,INTL RELATIONS,BIS,2018,SPR,no_restriction,no_add_code,11564,A,5,-,MW,115-315,UW1,020,"Lambacher, Jason F",Open,41,45,-,-,-,"Lambacher, Jason F",not listed
BIS293,SPECIAL TOPICS,BIS,2018,SPR,no_restriction,no_add_code,11565,A,5,-,TTh,115-315,UW1,010,"Butler-Wall, Karisa Anne",Open,26,45,-,-,-,"Butler-Wall, Karisa Anne",not listed
BIS300,INTERDISC INQUIRY,BIS,2018,SPR,Restr,no_add_code,-,B,5,-,MW,1100-100,UW1,060,"Shayne, Julie",Open,27,29,-,-,W,"Shayne, Julie",not listed
BIS300,INTERDISC INQUIRY,BIS,2018,SPR,Restr,no_add_code,-,C,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '240', in original. Note: couldn't interpret 'Vinyard,Deirdre', in original. Note: couldn't interpret 'W', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '29', in original. Note: couldn't interpret '30', in original. Note: couldn't interpret 'W', in original.",-,not listed
BIS300,INTERDISC INQUIRY,BIS,2018,SPR,Restr,no_add_code,-,D,5,-,TTh,330-530,UW1,210,"Trumbull, Raissa Desmet",Closed,30,30,-,-,W,"Trumbull, Raissa Desmet",not listed
BIS300,INTERDISC INQUIRY,BIS,2018,SPR,Restr,-,-,E,5,-,TTh,1100-100,DISC,165B,"Goldstein, David S.",Closed,30,30,-,-,W,"Goldstein, David S.",not listed
BIS310,"WOMEN, CULTURE, DEV ",BIS,2018,SPR,no_restriction,no_add_code,11572,A,5,-,MW,330-530,UW1,110,"Shayne, Julie",Open,43,45,-,-,-,"Shayne, Julie",not listed
BIS312,APPRS SOCIAL RESRCH ,BIS,2018,SPR,no_restriction,no_add_code,11574,B,5,-,TTh,330-530,UW1,121,"Hartmann, William E",Open,31,32,-,-,-,"Hartmann, William E",not listed
BIS312,APPRS SOCIAL RESRCH ,BIS,2018,SPR,no_restriction,no_add_code,11575,C,5,-,F,1100-100,UW1,121,"Dana, Karam",Closed,32,32,-,-,B,"Dana, Karam",not listed
BIS313,ISSUES MEDIA STDY,BIS,2018,SPR,no_restriction,no_add_code,11576,A,5,-,-,"to_be_arranged_ROBERTS,GEORGIA",M.,-,-,Closed,33,30,-,-,D,-,not listed
BIS313,ISSUES MEDIA STDY,BIS,2018,SPR,no_restriction,no_add_code,11577,B,5,-,TTh,1100-100,UW2,141,"Krabill, Ronald Stanley",Closed,45,45,-,-,-,"Krabill, Ronald Stanley",not listed
BIS313,ISSUES MEDIA STDY,BIS,2018,SPR,no_restriction,no_add_code,11578,C,5,-,MW,330-530,UW2,005,"Tang, Min",Closed,46,45,-,-,-,"Tang, Min",not listed
BIS313,ISSUES MEDIA STDY,BIS,2018,SPR,no_restriction,no_add_code,11579,D,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '102', in original. Note: couldn't interpret 'Gregory,Wanda', in original. Note: couldn't interpret 'V', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '44', in original. Note: couldn't interpret '45', in original.",-,not listed
BIS315,UNDERSTANDING STATS ,BIS,2018,SPR,no_restriction,no_add_code,11580,A,5,-,TTh,115-315,UW2,105,"Anderson, Baaska",Closed,32,32,-,-,-,"Anderson, Baaska",not listed
BIS320,COMP POL ECONOMIES,BIS,2018,SPR,no_restriction,no_add_code,11582,A,5,-,MW,1100-100,UW2,131,"Jacoby, Daniel F",Open,44,45,-,-,-,"Jacoby, Daniel F",not listed
BIS328,DVSTY LDRSHP ENGMNT ,BIS,2018,SPR,no_restriction,no_add_code,11583,A,5,-,TTh,1100-100,HSKY,1310,"Kurashige, Scott T.",Open,10,12,-,-,SJ,"Kurashige, Scott T.",not listed
BIS336,US MASS INCARCRTIN,BIS,2018,SPR,no_restriction,no_add_code,21575,A,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '131', in original. Note: couldn't interpret 'Berger,Daniel', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '38', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '%', in original.",-,not listed
BIS339,GLOBAL CLTR STDY,BIS,2018,SPR,no_restriction,no_add_code,11584,A,5,-,W,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '221', in original. Note: couldn't interpret 'KURIAN,ALKA', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '42', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret 'B', in original.",-,not listed
BIS340,APPRS CULTURAL RES,BIS,2018,SPR,no_restriction,no_add_code,11585,A,5,-,TTh,845-1045,UW1,202,"Anderson, Christian",Closed,32,32,-,-,-,"Anderson, Christian",not listed
BIS341,STUDY OF CULTURE,BIS,2018,SPR,no_restriction,no_add_code,11586,A,5,-,MW,1100-100,UW1,261,"Sugano, Masahiro",Open,29,30,-,-,-,"Sugano, Masahiro",not listed
BIS341,STUDY OF CULTURE,BIS,2018,SPR,no_restriction,no_add_code,11587,B,5,-,W,330-530,UW1,102,"Harewood, Susan Juanita",Open,36,45,-,-,B,"Harewood, Susan Juanita",not listed
BIS342,GEOG INF SYS,BIS,2018,SPR,-,-,21717,A,5,-,MW,845-1045,DISC,258,"Jung, Jin-Kyu",Open,23,24,-,-,-,"Jung, Jin-Kyu",not listed
BIS351,TOPS AMERICAN CLTR,BIS,2018,SPR,no_restriction,no_add_code,11588,A,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '202', in original. Note: couldn't interpret 'ROBERTS,GEORGIA', in original. Note: couldn't interpret 'M.', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '44', in original. Note: couldn't interpret '45', in original.",-,not listed
BIS352,MAPPING COMMUNITIES ,BIS,2018,SPR,-,-,11589,A,5,-,F,845-100,DISC,258,"Jung, Jin-Kyu",Open,23,24,-,-,-,"Jung, Jin-Kyu",not listed
BIS355,HIST OF SCI & TECHN ,BIS,2018,SPR,no_restriction,no_add_code,11590,A,5,-,MW,1100-100,UW2,031,"Romero, Adam M",Open,44,45,-,-,-,"Romero, Adam M",not listed
BIS363,POLTCS&POPULR MUSIC ,BIS,2018,SPR,no_restriction,no_add_code,11591,A,5,-,-,"to_be_arranged_HAREWOOD,SUSAN",JUANITA,-,-,Open,28,30,-,-,D,-,not listed
BIS372,REP COLONIAL TROPICS,BIS,2018,SPR,no_restriction,no_add_code,11592,A,5,-,MW,115-315,UW2,240,"Trumbull, Raissa Desmet",Open,43,45,-,-,-,"Trumbull, Raissa Desmet",not listed
BIS379,AM ETHNIC LIT,BIS,2018,SPR,no_restriction,no_add_code,11593,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '220', in original. Note: couldn't interpret 'Murr,Jonathan', in original. Note: couldn't interpret 'E', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '43', in original. Note: couldn't interpret '45', in original.",-,not listed
BIS380,BIOETHICS,BIS,2018,SPR,no_restriction,no_add_code,11594,A,5,-,MW,845-1045,UW2,031,"Harkewicz, Laura J",Open,32,45,-,-,-,"Harkewicz, Laura J",not listed
BIS387,WOMEN & AMER LIT,BIS,2018,SPR,no_restriction,no_add_code,11595,A,5,-,MW,115-315,UWBB,240,"Pedersen, Alice L",Open,40,45,-,-,-,"Pedersen, Alice L",not listed
BIS388,LIT IN TRANSLATION,BIS,2018,SPR,no_restriction,no_add_code,11596,A,5,-,Th,1100-100,UW1,020,"Ferreira, Silvia C",Open,42,45,-,-,B,"Ferreira, Silvia C",not listed
BIS390,ECOLOGY & ENVIRON,BIS,2018,SPR,no_restriction,no_add_code,11597,A,5,-,TTh,1100-100,UW2,240,"Stokes, David L.",Open,25,28,-,$32,-,"Stokes, David L.",not listed
BIS392,WATER & SUSTAINABLTY,BIS,2018,SPR,no_restriction,no_add_code,11598,A,5,-,MW,1100-100,UW1,110,"Turner, Robert Joseph",Closed,45,45,-,-,-,"Turner, Robert Joseph",not listed
BIS397,TOPICS ENVIR STDYS,BIS,2018,SPR,no_restriction,no_add_code,11599,A,5,-,F,1000-200,UW1,261,"Lambert, Amy M",Open,17,30,-,-,-,"Lambert, Amy M",not listed
BIS398,DIR STUDY/RESEARCH,BIS,2018,SPR,IS,add_code_required,11600,A,1-5,-,-,to_be_arranged,-,25,-,-,10,-,-,-,-,-,not listed
