Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BCHEM153,GEN CHEM II,BCHEM,2023,SPR,-,-,10813,A,4,-,MWF,845-1005,DISC,061,"Finley, Brandon D",Open,52,120,-,-,-
BCHEM154,GEN CHEM LAB II,BCHEM,2023,SPR,-,-,10814,A,2,-,M,1230-330,DISC,463,"Lovitt, Charity",Open,23,24,-,$50,-
BCHEM154,GEN CHEM LAB II,BCHEM,2023,SPR,-,-,10815,B,2,-,T,900-1200,DISC,463,"Jaffe, Dan",Open,18,24,-,$50,-
BCHEM154,GEN CHEM LAB II,BCHEM,2023,SPR,-,-,10816,C,2,-,T,145-445,DISC,463,"Jaffe, Dan",Open,7,24,-,$50,-
BCHEM154,GEN CHEM LAB II,BCHEM,2023,SPR,-,-,10817,D,2,-,W,1230-330,DISC,463,"Sommerfeld, David",Open,19,24,-,$50,-
BCHEM163,GEN CHEM III,BCHEM,2023,SPR,-,-,10820,A,4,-,MWF,1015-1135,DISC,061,"Shippy, Scott",Open,61,120,-,-,-
BCHEM164,GEN CHEM LAB III,BCHEM,2023,SPR,no_restriction,no_add_code,10821,A,2,-,M,1200-300,CC1,340,"Daruwala, Khushroo P.",Open,11,24,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2023,SPR,no_restriction,no_add_code,10822,B,2,-,T,830-1130,CC1,340,"Finley, Brandon D",Open,17,24,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2023,SPR,no_restriction,no_add_code,10823,C,2,-,T,115-415,CC1,340,"Thimmaiah, Murali",Open,14,24,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2023,SPR,no_restriction,no_add_code,10824,D,2,-,W,1200-300,CC1,340,"Mlodnosky, Karyn",Open,18,24,-,$50,-
BCHEM238,ORGANIC CHEMISTRY,BCHEM,2023,SPR,no_restriction,no_add_code,10827,A,4,-,MW,1100-100,UW2,221,"Finley, Brandon D",Open,19,30,-,-,-
BCHEM239,ORGANIC CHEMISTRY,BCHEM,2023,SPR,no_restriction,no_add_code,10828,A,4,-,MW,115-315,UW2,005,"Thimmaiah, Murali",Open,68,80,-,-,-
BCHEM241,ORGANIC CHEM LAB I,BCHEM,2023,SPR,no_restriction,no_add_code,10829,A,3,-,M,330-530,UW2,005,"Daruwala, Khushroo P.",Open,9,20,-,$75,-
BCHEM241,ORGANIC CHEM LAB I,BCHEM,2023,SPR,-,-,10830,AA,-,LB,Th,845-1245,DISC,469,"Daruwala, Khushroo P.",Open,9,20,-,-,-
BCHEM242,ORGANIC CHEM LAB II ,BCHEM,2023,SPR,-,-,10832,A,3,-,W,330-530,DISC,162,"Thimmaiah, Murali",Open,57,60,-,$90,-
BCHEM242,ORGANIC CHEM LAB II ,BCHEM,2023,SPR,-,-,10833,AA,-,LB,Th,130-530,DISC,469,"Thimmaiah, Murali",Closed,20,20,-,-,-
