Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BCHEM153,GEN CHEM II,BCHEM,2025,SPR,-,-,10804,A,4,-,MWF,845-1005,DISC,061,"Lovitt, Charity",Open,126,144,-,-,-
BCHEM154,GEN CHEM LAB II,BCHEM,2025,SPR,-,-,10805,A,2,-,M,1230-330,DISC,463,"Finley, Brandon D",Open,21,24,-,$50,-
BCHEM154,GEN CHEM LAB II,BCHEM,2025,SPR,-,-,10806,B,2,-,T,900-1200,DISC,463,"Mlodnosky, Karyn",Open,15,24,-,$50,-
BCHEM154,GEN CHEM LAB II,BCHEM,2025,SPR,-,-,10807,C,2,-,T,145-445,DISC,463,"Lovitt, Charity",Open,23,24,-,$50,-
BCHEM154,GEN CHEM LAB II,BCHEM,2025,SPR,-,-,10808,D,2,-,W,1230-330,DISC,463,"Finley, Brandon D",Open,18,24,-,$50,-
BCHEM154,GEN CHEM LAB II,BCHEM,2025,SPR,-,-,10809,E,2,-,Th,900-1200,DISC,463,"Storfer, Dinara",Open,11,24,-,$50,-
BCHEM163,GEN CHEM III,BCHEM,2025,SPR,-,-,10810,A,4,-,MWF,1015-1135,DISC,061,"Finley, Brandon D",Open,69,120,-,-,-
BCHEM164,GEN CHEM LAB III,BCHEM,2025,SPR,no_restriction,no_add_code,10811,A,2,-,M,1200-300,CC1,340,"Anderson, Peter",Closed,24,24,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2025,SPR,no_restriction,no_add_code,10812,B,2,-,T,830-1130,CC1,340,"Anderson, Peter",Open,10,24,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2025,SPR,no_restriction,no_add_code,10813,C,2,-,T,115-415,CC1,340,"Mlodnosky, Karyn",Open,21,24,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2025,SPR,no_restriction,no_add_code,10814,D,2,-,W,1200-300,CC1,340,"Shippy, Scott",Open,18,24,-,$50,-
BCHEM238,ORGANIC CHEMISTRY,BCHEM,2025,SPR,no_restriction,no_add_code,10816,A,4,-,MW,1100-100,UW2,105,"Mlodnosky, Karyn",Open,21,30,-,-,-
BCHEM239,ORGANIC CHEMISTRY,BCHEM,2025,SPR,-,-,10817,A,4,-,MW,115-315,DISC,061,"Thimmaiah, Murali",Open,64,80,-,-,-
BCHEM241,ORGANIC CHEM LAB I,BCHEM,2025,SPR,no_restriction,no_add_code,10818,A,3,-,M,330-530,UW2,340,"Daruwala, Khushroo P.",Open,7,20,-,$75,-
BCHEM241,ORGANIC CHEM LAB I,BCHEM,2025,SPR,-,-,10819,AA,-,LB,Th,845-1245,DISC,469,"Daruwala, Khushroo P.",Open,7,20,-,-,-
BCHEM242,ORGANIC CHEM LAB II ,BCHEM,2025,SPR,-,-,10820,A,3,-,W,330-530,DISC,061,"Thimmaiah, Murali",Open,58,60,-,$90,-
