Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BCHEM163,GEN CHEM III,BCHEM,2021,SUM,no_restriction,no_add_code,10258,A,4,-,-,to_be_arranged,*,*,"Finley, Brandon D",Open,53,84,-,-,-
BCHEM164,GEN CHEM LAB III,BCHEM,2021,SUM,no_restriction,no_add_code,10259,A,2,-,-,to_be_arranged,*,*,"Finley, Brandon D",Open,16,24,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2021,SUM,no_restriction,no_add_code,10260,B,2,-,-,to_be_arranged,*,*,"Finley, Brandon D",Open,22,24,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2021,SUM,no_restriction,no_add_code,10261,C,2,-,-,to_be_arranged,*,*,"Finley, Brandon D",Open,14,24,-,$50,-
BCHEM239,ORGANIC CHEMISTRY,BCHEM,2021,SUM,no_restriction,no_add_code,10262,A,4,-,TTh,900-1130,*,*,"Thimmaiah, Murali",Open,17,40,-,-,-
BCHEM242,ORGANIC CHEM LAB II ,BCHEM,2021,SUM,no_restriction,no_add_code,10263,A,3,-,T,1145-130,*,*,"Thimmaiah, Murali",Open,16,40,-,$90,-
BCHEM242,ORGANIC CHEM LAB II ,BCHEM,2021,SUM,no_restriction,no_add_code,10264,AA,-,LB,-,to_be_arranged,*,*,"Thimmaiah, Murali",Open,14,20,-,-,-
BCHEM242,ORGANIC CHEM LAB II ,BCHEM,2021,SUM,no_restriction,no_add_code,10265,AB,-,LB,-,to_be_arranged,*,*,"Thimmaiah, Murali",Open,2,20,-,-,-
BCHEM364,BIOCHEMISTRY I,BCHEM,2021,SUM,no_restriction,no_add_code,10266,A,5,-,-,to_be_arranged,*,*,"Anderson, Peter",Open,28,24,-,-,J
BCHEM365,BIOCHEMISTRY II,BCHEM,2021,SUM,no_restriction,no_add_code,10267,A,5,-,-,to_be_arranged,*,*,"Anderson, Peter",Open,31,24,-,-,J
BCHEM498,IND STUDY CHEM,BCHEM,2021,SUM,IS,-,10268,A,1-5,-,-,to_be_arranged,-,-,-,Open,2,-,-,-,10E
BCHEM498,IND STUDY CHEM,BCHEM,2021,SUM,IS,-,10269,B,1-5,-,-,to_be_arranged,-,-,-,Open,1,-,-,-,"10E Note: couldn't interpret 'CR_NC', in original."
BCHEM499,UG RESEARCH CHEM,BCHEM,2021,SUM,IS,-,10270,A,1-5,-,-,to_be_arranged,-,-,-,Open,4,-,-,-,10E
BCHEM499,UG RESEARCH CHEM,BCHEM,2021,SUM,IS,-,10271,B,1-5,-,-,to_be_arranged,-,-,-,Open,4,-,-,-,"10E Note: couldn't interpret 'CR_NC', in original."
