Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BCHEM163,GEN CHEM III,BCHEM,2017,SUM,no_restriction,no_add_code,10268,A,4,-,MW,845-1115,UW2,005,"Finley, Brandon Dearmond",Open,46,60,-,-,-
BCHEM163,GEN CHEM III,BCHEM,2017,SUM,no_restriction,no_add_code,10269,AA,-,QZ,M,1130-1225,UWBB,107G,"Finley, Brandon Dearmond",Closed,20,20,-,-,-
BCHEM163,GEN CHEM III,BCHEM,2017,SUM,no_restriction,no_add_code,10270,AB,-,QZ,M,1230-125,LBA,003,"Finley, Brandon Dearmond",Open,15,20,-,-,-
BCHEM163,GEN CHEM III,BCHEM,2017,SUM,no_restriction,no_add_code,10271,AC,-,QZ,M,130-225,UWBB,107G,"Finley, Brandon Dearmond",Open,11,20,-,-,-
BCHEM164,GEN CHEM LAB III,BCHEM,2017,SUM,no_restriction,no_add_code,10272,A,2,-,T,900-1200,CC1,340,"Finley, Brandon Dearmond",Open,16,20,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2017,SUM,no_restriction,no_add_code,10273,B,2,-,T,1230-330,CC1,340,"Finley, Brandon Dearmond",Open,10,20,-,$50,-
BCHEM164,GEN CHEM LAB III,BCHEM,2017,SUM,no_restriction,no_add_code,10274,C,2,-,W,1230-330,CC1,340,"Finley, Brandon Dearmond",Open,16,20,-,$50,-
BCHEM239,ORGANIC CHEMISTRY,BCHEM,2017,SUM,no_restriction,no_add_code,10275,A,4,-,MW,900-1130,UW2,031,"Thimmaiah, Muralidhara",Open,20,48,-,-,-
BCHEM242,ORGANIC CHEM LAB II ,BCHEM,2017,SUM,no_restriction,no_add_code,10276,A,3,-,M,1145-130,UW2,141,"Thimmaiah, Muralidhara",Open,20,40,-,$70,-
BCHEM242,ORGANIC CHEM LAB II ,BCHEM,2017,SUM,-,-,10277,AA,-,LB,W,1230-430,DISC,469,"Thimmaiah, Muralidhara",Closed,20,20,-,-,-
BCHEM364,BIOCHEMISTRY I,BCHEM,2017,SUM,no_restriction,no_add_code,10279,A,5,-,TTh,845-1115,UW1,040,"Anderson, Peter C",Open,22,24,-,-,J
BCHEM498,IND STUDY CHEM,BCHEM,2017,SUM,IS,-,10280,A,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,10E
BCHEM498,IND STUDY CHEM,BCHEM,2017,SUM,IS,-,10281,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,"10E Note: couldn't interpret 'CR_NC', in original."
BCHEM499,UG RESEARCH CHEM,BCHEM,2017,SUM,IS,-,10282,A,1-5,-,-,to_be_arranged,-,-,-,Open,4,-,-,-,10E
BCHEM499,UG RESEARCH CHEM,BCHEM,2017,SUM,IS,-,10283,B,1-5,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,"10E Note: couldn't interpret 'CR_NC', in original."
