,Instructor,Meeting Times,Meeting Day,Start Time,End Time,Start Minutes,End Minutes,Interval Start Minutes,Time
1097,"Oliver, Dawn-Marie",115-315,Thursday,115,315,795,915,915,1515
1097,"Oliver, Dawn-Marie",115-315,Thursday,115,315,795,915,915,1515
1097,"Oliver, Dawn-Marie",115-315,Thursday,115,315,795,915,915,1515
1097,"Oliver, Dawn-Marie",115-315,Thursday,115,315,795,915,915,1515
1097,"Oliver, Dawn-Marie",115-315,Thursday,115,315,795,915,915,1515
1097,"Oliver, Dawn-Marie",115-315,Thursday,115,315,795,915,915,1515
1097,"Oliver, Dawn-Marie",115-315,Thursday,115,315,795,915,915,1515
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1098,"Kool, Nancy L.",845-1045,Wednesday,845,1045,525,645,645,1045
1099,"Dupuis, Marc J",115-315,Friday,115,315,795,915,915,1515
1099,"Dupuis, Marc J",115-315,Friday,115,315,795,915,915,1515
1099,"Dupuis, Marc J",115-315,Friday,115,315,795,915,915,1515
1099,"Dupuis, Marc J",115-315,Friday,115,315,795,915,915,1515
1099,"Dupuis, Marc J",115-315,Friday,115,315,795,915,915,1515
1099,"Dupuis, Marc J",115-315,Friday,115,315,795,915,915,1515
1099,"Dupuis, Marc J",115-315,Friday,115,315,795,915,915,1515
1099,"Dupuis, Marc J",115-315,Friday,115,315,795,915,915,1515
1099,"Dupuis, Marc J",115-315,Friday,115,315,795,915,915,1515
1100,-,-,Wednesday,,,0,0,0,0000
1100,-,-,Wednesday,,,0,0,0,0000
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1101,"Thamilarasu, Geetha",1100-100,Thursday,1100,100,660,780,780,1300
1102,-,-,Wednesday,,,0,0,0,0000
1102,-,-,Wednesday,,,0,0,0,0000
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1103,"Mashhadi, Afra",115-315,Wednesday,115,315,795,915,915,1515
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1104,"Mashhadi, Afra",1100-100,Thursday,1100,100,660,780,780,1300
1105,-,-,Wednesday,,,0,0,0,0000
1105,-,-,Wednesday,,,0,0,0,0000
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1106,"Pisan, Yusuf",330-530,Thursday,330,530,930,1050,1050,1730
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1107,"Lagesse, Brent J",115-315,Thursday,115,315,795,915,915,1515
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1108,"Stiber, Michael D",845-1045,Wednesday,845,1045,525,645,645,1045
1109,-,-,Thursday,,,0,0,0,0000
1109,-,-,Thursday,,,0,0,0,0000
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1110,"Retik, Arkady",1100-100,Thursday,1100,100,660,780,780,1300
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1111,"Kim, Jeffrey Y.",115-315,Wednesday,115,315,795,915,915,1515
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1112,"Retik, Arkady",330-530,Wednesday,330,530,930,1050,1050,1730
1113,-,-,Thursday,,,0,0,0,0000
1113,-,-,Thursday,,,0,0,0,0000
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1114,"Kalmin, Lesley R",1100-100,Wednesday,1100,100,660,780,780,1300
1115,-,-,Wednesday,,,0,0,0,0000
1115,-,-,Wednesday,,,0,0,0,0000
1116,"Asuncion, Hazeline U",330-530,Thursday,330,530,930,1050,1050,1730
1116,"Asuncion, Hazeline U",330-530,Thursday,330,530,930,1050,1050,1730
1116,"Asuncion, Hazeline U",330-530,Thursday,330,530,930,1050,1050,1730
1116,"Asuncion, Hazeline U",330-530,Thursday,330,530,930,1050,1050,1730
1116,"Asuncion, Hazeline U",330-530,Thursday,330,530,930,1050,1050,1730
1116,"Asuncion, Hazeline U",330-530,Thursday,330,530,930,1050,1050,1730
1116,"Asuncion, Hazeline U",330-530,Thursday,330,530,930,1050,1050,1730
1116,"Asuncion, Hazeline U",330-530,Thursday,330,530,930,1050,1050,1730
1116,"Asuncion, Hazeline U",330-530,Thursday,330,530,930,1050,1050,1730
1117,-,-,Wednesday,,,0,0,0,0000
1117,-,-,Wednesday,,,0,0,0,0000
1118,-,-,Wednesday,,,0,0,0,0000
1118,-,-,Wednesday,,,0,0,0,0000
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1119,"Pisan, Yusuf",1100-100,Thursday,1100,100,660,780,780,1300
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1121,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1122,"Fukuda, Munehiro",115-315,Wednesday,115,315,795,915,915,1515
1123,-,-,Thursday,,,0,0,0,0000
1123,-,-,Thursday,,,0,0,0,0000
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1124,"Parsons, Erika F.",330-530,Wednesday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1125,"Dimpsey, Robert T",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1126,"Peng, Yang",330-530,Thursday,330,530,930,1050,1050,1730
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
1127,"Dimpsey, Robert T",115-315,Thursday,115,315,795,915,915,1515
