,Instructor,Meeting Times,Meeting Day,Start Time,End Time,Start Minutes,End Minutes,Interval Start Minutes,Time
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
0,"Kim, Jeffrey Y.",845-1045,Thursday,845,1045,525,645,645,1045
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
1,"Gunnerson, Kim N.",115-315,Thursday,115,315,795,915,915,1515
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
2,"Nash, Rob D",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
3,"Lin, Johnny W",1100-100,Wednesday,1100,100,660,780,780,1300
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
4,"Nash, Rob D",115-315,Wednesday,115,315,795,915,915,1515
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
5,"Ong, Hansel",845-1045,Wednesday,845,1045,525,645,645,1045
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
6,"Lin, Johnny W",115-315,Thursday,115,315,795,915,915,1515
7,-,-,Thursday,,,0,0,0,0000
7,-,-,Thursday,,,0,0,0,0000
12,"Kool, Nancy L",330-420,Monday,330,420,930,980,975,1615
12,"Kool, Nancy L",330-420,Monday,330,420,930,980,975,1615
12,"Kool, Nancy L",330-420,Monday,330,420,930,980,975,1615
12,"Kool, Nancy L",330-420,Monday,330,420,930,980,975,1615
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
13,"Anderson, Laurie Joy",330-530,Wednesday,330,530,930,1050,1050,1730
14,"Retik, Arieh A",330-530,Tuesday,330,530,930,1050,1050,1730
14,"Retik, Arieh A",330-530,Tuesday,330,530,930,1050,1050,1730
14,"Retik, Arieh A",330-530,Tuesday,330,530,930,1050,1050,1730
14,"Retik, Arieh A",330-530,Tuesday,330,530,930,1050,1050,1730
14,"Retik, Arieh A",330-530,Tuesday,330,530,930,1050,1050,1730
14,"Retik, Arieh A",330-530,Tuesday,330,530,930,1050,1050,1730
14,"Retik, Arieh A",330-530,Tuesday,330,530,930,1050,1050,1730
14,"Retik, Arieh A",330-530,Tuesday,330,530,930,1050,1050,1730
14,"Retik, Arieh A",330-530,Tuesday,330,530,930,1050,1050,1730
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
15,"Kool, Nancy L",115-315,Wednesday,115,315,795,915,915,1515
16,-,-,Thursday,,,0,0,0,0000
16,-,-,Thursday,,,0,0,0,0000
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
17,"Anderson, Laurie Joy",845-1045,Wednesday,845,1045,525,645,645,1045
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
18,"Stiber, Michael D",115-515,Friday,115,515,795,1035,1035,1715
19,-,-,Thursday,,,0,0,0,0000
19,-,-,Thursday,,,0,0,0,0000
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
20,"Olson, Clark F",330-530,Wednesday,330,530,930,1050,1050,1730
21,-,-,Wednesday,,,0,0,0,0000
21,-,-,Wednesday,,,0,0,0,0000
22,-,-,Wednesday,,,0,0,0,0000
22,-,-,Wednesday,,,0,0,0,0000
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
23,"Parsons, Erika F.",330-535,Thursday,330,535,930,1055,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
24,"Chen, Min",330-530,Wednesday,330,530,930,1050,1050,1730
25,-,-,Thursday,,,0,0,0,0000
25,-,-,Thursday,,,0,0,0,0000
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
26,"Zetlen, Bryan A",1100-100,Thursday,1100,100,660,780,780,1300
27,-,-,Wednesday,,,0,0,0,0000
27,-,-,Wednesday,,,0,0,0,0000
28,-,-,Wednesday,,,0,0,0,0000
28,-,-,Wednesday,,,0,0,0,0000
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
29,"Kim, Jeffrey Y.",330-530,Thursday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
30,"Dupuis, Marc J",330-530,Wednesday,330,530,930,1050,1050,1730
31,-,-,Thursday,,,0,0,0,0000
31,-,-,Thursday,,,0,0,0,0000
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
32,"Zetlen, Bryan A",115-315,Wednesday,115,315,795,915,915,1515
33,-,-,Wednesday,,,0,0,0,0000
33,-,-,Wednesday,,,0,0,0,0000
34,"Kool, Nancy L",330-420,Monday,330,420,930,980,975,1615
34,"Kool, Nancy L",330-420,Monday,330,420,930,980,975,1615
34,"Kool, Nancy L",330-420,Monday,330,420,930,980,975,1615
34,"Kool, Nancy L",330-420,Monday,330,420,930,980,975,1615
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
35,"Anderson, Laurie Joy",330-530,Thursday,330,530,930,1050,1050,1730
