Class Number,Class,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other,Year,Quarter
BDATA200,INTRO DATA STUDIES,no_restriction,no_add_code,10882,A,5,-,W,330-530,UW1,120,"Trujillo, Caleb",Open,34,36,-,-,B,2023,SPR
