Class Number,Class,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other,Year,Quarter
BEARTH155,INTRO TO CLIMATE SCI,no_restriction,no_add_code,10409,A,5,-,MTWTh,1145-215,*,*,"Salathe, E",Open,5,30,-,-,B,2021,SUM
