Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
CSS107,PROG-ANIMATED STORY ,CSS,2016,SPR,no_restriction,no_add_code,12982,A,5,-,TTh,115-315,UW2,240,"Retik, Arieh A",Open,44,45,-,$9,-
CSS161,FUND OF COMPUTING,CSS,2016,SPR,no_restriction,no_add_code,12983,A,5,-,MW,1100-100,UW2,005,"Chenault, John M",Open,41,45,-,-,-
CSS161,FUND OF COMPUTING,CSS,2016,SPR,no_restriction,no_add_code,12984,B,5,-,MW,330-530,UW1,041,"Dupuis, Marc J",Open,40,45,-,-,-
CSS161,FUND OF COMPUTING,CSS,2016,SPR,no_restriction,no_add_code,12985,C,5,-,MW,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '030', in original. Note: couldn't interpret 'DUPUIS,MARC', in original. Note: couldn't interpret 'J', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '25', in original. Note: couldn't interpret '48', in original."
CSS162,PROG METHODOLOGY,CSS,2016,SPR,no_restriction,no_add_code,12986,A,5,-,MW,115-315,UW2,005,"Nash, Rob D",Open,43,45,-,-,-
CSS162,PROG METHODOLOGY,CSS,2016,SPR,no_restriction,no_add_code,12987,B,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '221', in original. Note: couldn't interpret 'ONG,HANSEL', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '21', in original. Note: couldn't interpret '45', in original."
CSS198,SUPERVISED STUDY,CSS,2016,SPR,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '12988', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '40', in original."
CSS198,SUPERVISED STUDY,CSS,2016,SPR,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '12989', in original. Note: couldn't interpret 'B', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret 'CR_NC', in original."
CSS199,COMPUTING RESEARCH,CSS,2016,SPR,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '12991', in original. Note: couldn't interpret 'A', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '1', in original. Note: couldn't interpret '40', in original."
CSS199,COMPUTING RESEARCH,CSS,2016,SPR,-,-,-,IS,-,-,-,-,-,-,-,-,-,-,-,-,"add_code_required Note: couldn't interpret '12992', in original. Note: couldn't interpret 'B', in original. Note: couldn't interpret '1-5', in original. Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret 'CR_NC', in original."
CSS205,WOMEN STEM: COLLEGE ,CSS,2016,SPR,no_restriction,no_add_code,12993,A,1,-,Th,115-205,UW2,228,"Anderson, Laurie Joy",Open,5,5,CR_NC,-,J
