Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
CSS101,DIGITAL THINKING,CSS,2016,AUT,no_restriction,no_add_code,22476,A,5,-,TTh,845-1045,UW2,141,"Kim, Jeffrey Y.",Open,9,15,-,-,J
CSS107,PROG-ANIMATED STORY ,CSS,2016,AUT,no_restriction,no_add_code,13238,A,5,-,TTh,845-1045,DISC,258,"Gunnerson, Kim N.",Open,29,30,-,$9,-
CSS107,PROG-ANIMATED STORY ,CSS,2016,AUT,no_restriction,no_add_code,13239,B,5,-,MW,845-1045,UW2,340,"Zetlen, Bryan A",Open,38,40,-,$9,-
CSS161,FUND OF COMPUTING,CSS,2016,AUT,no_restriction,no_add_code,13240,A,5,-,MW,1100-100,DISC,162,"Retik, Arieh A",Open,39,48,-,-,-
CSS161,FUND OF COMPUTING,CSS,2016,AUT,no_restriction,no_add_code,13241,B,5,-,MW,115-315,UWBB,240,"Nash, Rob D",Open,43,48,-,-,-
CSS161,FUND OF COMPUTING,CSS,2016,AUT,no_restriction,no_add_code,13242,C,5,-,MW,845-1045,UW1,030,"Ong, Hansel",Open,45,48,-,-,-
CSS162,PROG METHODOLOGY,CSS,2016,AUT,no_restriction,no_add_code,13243,A,5,-,TTh,115-315,DISC,252,"Chenault, John M",Open,38,45,-,-,-
CSS162,PROG METHODOLOGY,CSS,2016,AUT,no_restriction,no_add_code,13244,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '005', in original. Note: couldn't interpret 'KALMIN,LESLEY', in original. Note: couldn't interpret 'R', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '21', in original. Note: couldn't interpret '45', in original."
CSS198,SUPERVISED STUDY,CSS,2016,AUT,no_restriction,no_add_code,-,IS,-,-,-,-,-,13245,-,-,-,-,-,-,"A_1-5 Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '30', in original."
CSS198,SUPERVISED STUDY,CSS,2016,AUT,no_restriction,no_add_code,-,IS,-,-,-,-,-,13246,-,-,-,-,-,-,"B_1-5 Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '30', in original. Note: couldn't interpret 'CR_NC', in original."
CSS199,COMPUTING RESEARCH,CSS,2016,AUT,no_restriction,no_add_code,-,IS,-,-,-,-,-,13248,-,-,-,-,-,-,"A_1-5 Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '0', in original. Note: couldn't interpret '30', in original."
CSS199,COMPUTING RESEARCH,CSS,2016,AUT,no_restriction,no_add_code,-,IS,-,-,-,-,-,13249,-,-,-,-,-,-,"B_1-5 Note: couldn't interpret 'to_be_arranged', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '1', in original. Note: couldn't interpret '30', in original. Note: couldn't interpret 'CR_NC', in original."
CSS205,WOMEN STEM: COLLEGE ,CSS,2016,AUT,no_restriction,no_add_code,13250,A,1,-,T,415-505,LBA,003,"Kool, Nancy L",Open,4,10,CR_NC,-,J
CSS295,K12 COMPUTING EDU,CSS,2016,AUT,no_restriction,no_add_code,22916,A,2,-,M,330-530,UW2,228,"Retik, Arieh A",Open,6,15,CR_NC,-,-
CSS301,TECHNICAL WRITING,CSS,2016,AUT,-,add_code_required,13251,A,5,-,TTh,1100-100,UW1,021,"Anderson, Laurie Joy",-,25,30,-,$6,W
CSS301,TECHNICAL WRITING,CSS,2016,AUT,Restr,no_add_code,-,B,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '060', in original. Note: couldn't interpret 'PORTER,IAN', in original. Note: couldn't interpret 'JOSEPH', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '29', in original. Note: couldn't interpret '30', in original. Note: couldn't interpret '$6', in original. Note: couldn't interpret 'W', in original."
CSS301,TECHNICAL WRITING,CSS,2016,AUT,Restr,no_add_code,-,C,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '305', in original. Note: couldn't interpret 'KOOL,NANCY', in original. Note: couldn't interpret 'L', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '23', in original. Note: couldn't interpret '30', in original. Note: couldn't interpret '$6', in original. Note: couldn't interpret 'W', in original."
CSS301,TECHNICAL WRITING,CSS,2016,AUT,Restr,no_add_code,-,D,5,-,MW,330-530,UW2,305,"Kool, Nancy L",Open,28,30,-,$6,W
CSS301,TECHNICAL WRITING,CSS,2016,AUT,Restr,no_add_code,-,E,5,-,MW,845-1045,UW2,040,"Anderson, Laurie Joy",Open,22,30,-,$6,W
CSS310,IA & CYBER SECURITY ,CSS,2016,AUT,Restr,no_add_code,-,A,5,-,MW,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '030', in original. Note: couldn't interpret 'DUPUIS,MARC', in original. Note: couldn't interpret 'J', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '37', in original. Note: couldn't interpret '48', in original. Note: couldn't interpret '$18', in original."
CSS332,PROG W/OO LANGS,CSS,2016,AUT,Restr,no_add_code,-,A,2,-,F,115-515,UW2,005,"Peng, Yang",Open,48,90,CR_NC,-,-
CSS340,APPL ALGORITHMICS,CSS,2016,AUT,Restr,no_add_code,-,A,5,-,TTh,330-530,UW2,228,"Dimpsey, Robert T",Closed,12,10,-,-,%
