Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
CSS101,DIGITAL THINKING,CSS,2018,SPR,-,-,21044,A,5,-,TTh,845-1045,DISC,252,"Kim, Jeffrey Y.",Open,13,16,-,-,J
CSS107,PROG-ANIMATED STORY ,CSS,2018,SPR,no_restriction,no_add_code,12872,A,5,-,TTh,115-315,UW1,020,"Nash, Rob D",Closed,46,45,-,$10,-
CSS107,PROG-ANIMATED STORY ,CSS,2018,SPR,no_restriction,no_add_code,21029,B,5,-,TTh,330-530,UW2,131,"Nash, Rob D",Open,26,45,-,$10,-
CSS142,CMPT PROG I,CSS,2018,SPR,no_restriction,no_add_code,21031,A,5,-,MW,1100-100,UW2,141,"Retik, Arieh A",Open,42,45,-,-,-
CSS142,CMPT PROG I,CSS,2018,SPR,-,-,21032,B,5,-,MW,115-315,DISC,252,"Hill, Erin",Open,43,45,-,-,-
CSS142,CMPT PROG I,CSS,2018,SPR,no_restriction,no_add_code,21033,C,5,-,MW,-,800-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '020', in original. Note: couldn't interpret 'ASEEF,NILKUND', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '38', in original. Note: couldn't interpret '45', in original."
CSS143,CMPT PROG II,CSS,2018,SPR,-,-,21034,A,5,-,TTh,115-315,DISC,252,"Kalmin, Lesley R",Open,43,45,-,-,-
CSS143,CMPT PROG II,CSS,2018,SPR,no_restriction,no_add_code,21035,B,5,-,TTh,-,545-745P,-,-,-,-,-,-,-,"UWBB Note: couldn't interpret '230', in original. Note: couldn't interpret 'Kalmin,Lesley', in original. Note: couldn't interpret 'R', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '41', in original. Note: couldn't interpret '45', in original."
CSS198,SUPERVISED STUDY,CSS,2018,SPR,IS,add_code_required,12877,A,1-5,-,-,to_be_arranged,-,0,-,-,40,-,-,-,-
CSS198,SUPERVISED STUDY,CSS,2018,SPR,IS,add_code_required,12878,B,1-5,-,-,to_be_arranged,-,0,-,-,40,-,CR_NC,-,-
CSS198,SUPERVISED STUDY,CSS,2018,SPR,IS,-,12879,C,2,-,-,to_be_arranged,-,-,-,Open,0,-,-,-,30E
CSS199,COMPUTING RESEARCH,CSS,2018,SPR,IS,add_code_required,12880,A,1-5,-,-,to_be_arranged,-,1,-,-,40,-,-,-,-
