Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BIS111,DIGITAL THINKING,BIS,2018,WIN,no_restriction,no_add_code,11694,A,5,-,TTh,845-1045,UW1,041,"Kim, Jeffrey Y.",Open,12,15,-,-,J
BIS121,INTRO TO DRAWING,BIS,2018,WIN,no_restriction,no_add_code,11695,A,5,-,MW,330-530,UWBB,272,"Carpenter, Gary L.",Open,23,24,-,$15,-
BIS121,INTRO TO DRAWING,BIS,2018,WIN,no_restriction,no_add_code,11696,B,5,-,TTh,845-1045,UWBB,272,"Carpenter, Gary L.",Closed,25,24,-,$15,-
BIS132,INTRO PHOTOGRAPHY,BIS,2018,WIN,no_restriction,no_add_code,11697,A,5,-,MW,330-530,UW2,105,"Hsu, Howard",Closed,24,24,-,-,-
BIS132,INTRO PHOTOGRAPHY,BIS,2018,WIN,no_restriction,no_add_code,11698,B,5,-,F,845-100,UW2,105,"Carpenter, Phillip D.",Closed,25,24,-,-,-
BIS133,INTRO ACTING,BIS,2018,WIN,no_restriction,no_add_code,11699,A,2,-,TTh,330-500,UW2,021,"Doyle, Gavin",Closed,20,20,-,-,-
BIS134,INTRO DANCE,BIS,2018,WIN,no_restriction,no_add_code,11700,A,2,-,MW,900-1030,UW2,021,"Garcia-Snyder, Diana",Closed,20,20,-,-,-
BIS134,INTRO DANCE,BIS,2018,WIN,no_restriction,no_add_code,11701,B,2,-,TTh,-,545-715P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '021', in original. Note: couldn't interpret 'Garcia-Snyder,Diana', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '19', in original. Note: couldn't interpret '20', in original."
BIS135,INTRO TO PAINTING,BIS,2018,WIN,no_restriction,no_add_code,11702,A,5,-,F,845-100,UWBB,272,"Noah, Barbara L.",Closed,20,20,-,-,-
BIS154,INTRO OCEANOGRAPHY,BIS,2018,WIN,-,-,11703,A,5,-,TTh,115-315,DISC,369,"Galindo, Heather Michelle",Open,22,12,-,-,J
