Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BIS121,INTRO TO DRAWING,BIS,2023,SUM,no_restriction,no_add_code,10498,A,5,-,-,to_be_arranged,-,-,"Carpenter, Gary",Open,25,30,-,-,A
BIS132,INTRO PHOTOGRAPHY,BIS,2023,SUM,no_restriction,no_add_code,10499,A,5,-,-,to_be_arranged,-,-,"Carpenter, Phillip",Closed,24,24,-,-,A
BIS132,INTRO PHOTOGRAPHY,BIS,2023,SUM,no_restriction,no_add_code,10500,B,5,-,MW,200-430,UW2,121,"Hsu, Howard",Open,22,24,-,-,-
BIS181,INTRO TO SOCIOLOGY,BIS,2023,SUM,no_restriction,no_add_code,10501,A,5,-,M,1115-145,UW1,020,"Lerum, Kari A",Open,27,48,-,-,B
BIS200,INTRO MICROECON,BIS,2023,SUM,no_restriction,no_add_code,10502,A,5,-,TTh,830-1100,UW1,221,"Nedita, Codrin",Open,5,11,-,-,J
BIS215,UNDERSTANDING STATS ,BIS,2023,SUM,no_restriction,no_add_code,10503,A,5,-,-,to_be_arranged,-,-,"Carlisle, Shauna",Open,37,40,-,-,A
BIS222,HUMAN SEXUALITY,BIS,2023,SUM,no_restriction,no_add_code,10504,A,5,-,-,"to_be_arranged_Lichty,Lauren",F.,-,-,Open,43,48,-,-,A
BIS232,DATA VISUALIZATION,BIS,2023,SUM,no_restriction,no_add_code,10505,A,5,-,TTh,1115-145,UW1,120,"Trujillo, Caleb",Open,29,32,-,-,SB
BIS237,PUBLIC SPEAKING/COM ,BIS,2023,SUM,no_restriction,no_add_code,10507,A,5,-,TTh,1115-145,UWBB,230,"Vaughan, Denise A",Open,13,24,-,-,B
BIS255,CRITICAL DIVERSITY,BIS,2023,SUM,no_restriction,no_add_code,10508,A,5,-,T,1115-145,UW1,040,"Murr, Jed",Open,16,24,-,-,BJ
BIS306,MARINE DIV & CONSER ,BIS,2023,SUM,no_restriction,no_add_code,14229,A,5,-,-,to_be_arranged,*,*,"Maxwell, Sara",Closed,48,48,-,-,A
BIS312,APPRS SOCIAL RESRCH ,BIS,2023,SUM,no_restriction,no_add_code,10509,A,5,-,-,"to_be_arranged_Collins,Charles",R.,-,-,Open,46,48,-,-,A
BIS313,ISSUES MEDIA STDY,BIS,2023,SUM,no_restriction,no_add_code,10510,A,5,-,-,"to_be_arranged_Roberts,Georgia",M.,-,-,Open,46,48,-,-,A
