Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BIS111,DIGITAL THINKING,BIS,2022,WIN,Restr,no_add_code,-,A,5,-,T,1100-100,*,*,"Kim, Jeffrey",Open,10,18,-,-,BJ
BIS121,INTRO TO DRAWING,BIS,2022,WIN,no_restriction,no_add_code,11702,A,5,-,-,to_be_arranged,-,-,"Carpenter, Gary",Closed,24,24,-,-,D
BIS121,INTRO TO DRAWING,BIS,2022,WIN,no_restriction,no_add_code,11703,B,5,-,-,to_be_arranged,-,-,"Carpenter, Gary",Closed,25,24,-,-,D
BIS132,INTRO PHOTOGRAPHY,BIS,2022,WIN,no_restriction,no_add_code,11704,A,5,-,MW,1100-100,UW2,121,"Hsu, Howard",Closed,24,24,-,$25,-
BIS132,INTRO PHOTOGRAPHY,BIS,2022,WIN,-,add_code_required,11705,B,5,-,F,230-430,*,*,"Carpenter, Phillip",-,24,24,-,-,D
BIS133,INTRO ACTING,BIS,2022,WIN,no_restriction,no_add_code,11706,A,2,-,MW,915-1045,UW2,021,"Doyle, Gavin",Closed,25,24,-,-,-
BIS134,INTRO DANCE,BIS,2022,WIN,no_restriction,no_add_code,11707,A,2,-,TTh,400-530,UW2,021,"Garcia-Snyder, Diana",Open,22,24,-,-,-
BIS134,INTRO DANCE,BIS,2022,WIN,no_restriction,no_add_code,11708,B,2,-,TTh,-,545-715P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '021', in original. Note: couldn't interpret 'Garcia-Snyder,Diana', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '16', in original. Note: couldn't interpret '24', in original."
BIS170,INTRO TO PSYCH,BIS,2022,WIN,no_restriction,no_add_code,11709,A,5,-,TTh,845-1045,UW1,110,"McGuire, Mary V.",Open,44,48,-,-,-
BIS175,AMERICAN GOVT,BIS,2022,WIN,no_restriction,no_add_code,11710,A,5,-,TTh,1100-100,UW1,010,"Lambacher, Jason Frederick",Open,41,48,-,-,-
BIS178,INTRO TO COMM,BIS,2022,WIN,no_restriction,no_add_code,21707,A,5,-,TTh,115-315,UW2,131,"Sengul-Jones, Monika",Open,30,48,-,-,-
BIS181,INTRO TO SOCIOLOGY,BIS,2022,WIN,no_restriction,no_add_code,11712,A,5,-,-,to_be_arranged,*,*,"Redwood, Loren K.",Open,40,48,-,-,-
BIS193,INTRO TO PHILOSOPHY ,BIS,2022,WIN,no_restriction,no_add_code,11713,A,5,-,MW,115-315,UW2,305,"Christiansen, Erich",Open,28,40,-,-,-
BIS200,INTRO MICROECON,BIS,2022,WIN,no_restriction,no_add_code,11714,A,5,-,MW,845-1045,UW1,210,"Nedita, C",Open,10,11,-,-,J
BIS200,INTRO MICROECON,BIS,2022,WIN,no_restriction,no_add_code,11715,B,5,-,MW,1100-100,UW2,031,"Demir, Ibrahim",Closed,11,11,-,-,J
BIS200,INTRO MICROECON,BIS,2022,WIN,no_restriction,no_add_code,11716,C,5,-,TTh,330-530,UW1,010,"Demir, Ibrahim",Closed,11,11,-,-,J
BIS201,INTRO MACROECON,BIS,2022,WIN,no_restriction,no_add_code,11717,A,5,-,MW,115-315,UW1,210,"Nedita, C",Closed,11,11,-,-,J
BIS201,INTRO MACROECON,BIS,2022,WIN,no_restriction,no_add_code,11718,B,5,-,MW,330-530,UW1,010,"Nedita, C",Open,10,11,-,-,J
BIS204,INTRO TO JOURNALISM ,BIS,2022,WIN,no_restriction,no_add_code,11719,A,5,-,MW,845-1045,UW1,060,"Tang, Min",Closed,24,24,-,-,W
BIS204,INTRO TO JOURNALISM ,BIS,2022,WIN,no_restriction,no_add_code,11720,B,5,-,T,1100-100,*,*,"Harrill, Rob",Open,23,24,-,-,W
BIS215,UNDERSTANDING STATS ,BIS,2022,WIN,no_restriction,no_add_code,11722,A,5,-,MW,845-1045,UW1,121,"Jorgenson, Andrew D",Open,25,32,-,-,-
BIS215,UNDERSTANDING STATS ,BIS,2022,WIN,no_restriction,no_add_code,11723,B,5,-,Th,115-315,UW1,121,"Anderson, Baaska",Closed,36,32,-,-,B
BIS218,THE POWER OF MAPS,BIS,2022,WIN,-,-,11724,A,5,-,TTh,1100-100,DISC,258,"Jung, Jin-Kyu",Closed,25,24,-,-,-
BIS222,HUMAN SEXUALITY,BIS,2022,WIN,no_restriction,no_add_code,11725,A,5,-,MW,115-315,*,*,"Lichty, Lauren F.",Open,47,48,-,-,%D
BIS224,INTRO FEMINIST STDY ,BIS,2022,WIN,no_restriction,no_add_code,11726,A,5,-,M,330-530,UW2,131,"Kurian, Alka",Open,47,48,-,-,B
BIS231,LINEAR ALGEBRA,BIS,2022,WIN,no_restriction,no_add_code,11727,A,5,-,MW,330-530,UW1,121,"Jorgenson, Andrew D",Open,14,32,-,-,-
BIS232,DATA VISUALIZATION,BIS,2022,WIN,no_restriction,no_add_code,11728,A,5,-,T,330-530,UW1,120,"Ferrare, Joseph",Closed,36,32,-,-,B
BIS236,INTERACTIVE MEDIA,BIS,2022,WIN,no_restriction,no_add_code,11729,A,5,-,Th,845-1045,UW1,202,"Chen, Mark",Open,45,48,-,-,B
BIS237,PUBLIC SPEAKING/COM ,BIS,2022,WIN,no_restriction,no_add_code,11730,A,5,-,TTh,1100-100,SSGC,101,"Vaughan, Denise A",Closed,24,24,-,-,-
BIS243,INTRO ENVIRON ISS,BIS,2022,WIN,no_restriction,no_add_code,11731,A,5,-,MW,1100-100,UW1,051,"Redsteer, Margaret",Closed,48,48,-,-,-
BIS245,ENVIRON HUMANITIES,BIS,2022,WIN,no_restriction,no_add_code,11732,A,5,-,MW,1100-100,UW1,030,"Romero, Adam",Open,36,48,-,-,%
BIS255,CRITICAL DIVERSITY,BIS,2022,WIN,no_restriction,no_add_code,11733,A,5,-,M,330-530,*,*,"Roberts, Georgia M.",Closed,30,30,-,-,BJ
BIS256,INTRO AFR AMER STDY ,BIS,2022,WIN,no_restriction,no_add_code,11734,A,5,-,M,330-530,UW1,110,"Berger, Dan",Open,47,48,-,-,B
BIS261,INTRO FILM STUDIES,BIS,2022,WIN,no_restriction,no_add_code,11735,A,5,-,-,"to_be_arranged_Goldstein,David",S.,-,-,Closed,49,48,-,-,D
BIS269,WRLD HSTRY AFTR 1500,BIS,2022,WIN,no_restriction,no_add_code,22082,A,5,-,-,to_be_arranged,*,*,"Wood, Alan T",Open,46,48,-,-,D
BIS285,SEMINAR IN BIOLOGY,BIS,2022,WIN,-,-,21710,A,3,-,Th,115-315,DISC,256,"Price, Rebecca M.",Open,7,12,-,-,J
BIS300,INTERDISC INQUIRY,BIS,2022,WIN,Restr,no_add_code,-,A,5,-,W,1100-100,UW2,305,"Lambert, Amy M",Open,33,36,-,-,B
BIS300,INTERDISC INQUIRY,BIS,2022,WIN,Restr,no_add_code,-,B,5,-,MW,330-530,UW2,240,"Danby, Colin",Open,13,36,-,-,-
BIS300,INTERDISC INQUIRY,BIS,2022,WIN,Restr,no_add_code,-,C,5,-,Th,1100-100,*,*,"Shimabukuro, Mira Chieko",Open,35,36,-,-,D
BIS300,INTERDISC INQUIRY,BIS,2022,WIN,Restr,no_add_code,-,D,5,-,Th,330-530,*,*,"Shimabukuro, Mira Chieko",Open,30,36,-,-,D
BIS307,ENVIRONMENTL JUSTICE,BIS,2022,WIN,no_restriction,no_add_code,11740,A,5,-,TTh,1100-100,UW2,031,"Malone, Melanie",Open,40,48,-,-,-
BIS312,APPRS SOCIAL RESRCH ,BIS,2022,WIN,no_restriction,no_add_code,11741,A,5,-,Th,115-315,UW2,005,"Dana, Karam",Open,89,90,-,-,B
BIS313,ISSUES MEDIA STDY,BIS,2022,WIN,no_restriction,no_add_code,11742,A,5,-,-,"to_be_arranged_Roberts,Georgia",M.,-,-,Open,46,48,-,-,D
BIS313,ISSUES MEDIA STDY,BIS,2022,WIN,no_restriction,no_add_code,11743,B,5,-,Th,330-530,UW2,141,"Chen, Mark",Open,47,48,-,-,B
BIS316,TPCS IN PSYCHOLOGY,BIS,2022,WIN,no_restriction,no_add_code,11744,A,5,-,T,115-315,UW1,010,"McGuire, Mary V.",Open,47,48,-,-,B
BIS319,PUB ARTS&ECOL RSTRTN,BIS,2022,WIN,no_restriction,no_add_code,11745,A,5,-,F,1100-100,SSGC,101,"Lambert, Amy M",Open,23,24,-,-,B
BIS331,JOURN & MEDIA HSTRY ,BIS,2022,WIN,no_restriction,no_add_code,11746,A,5,-,TTh,115-315,UW2,141,"Hsu, Howard",Open,46,48,-,-,-
BIS332,GLB DIGITAL INDUSTRY,BIS,2022,WIN,no_restriction,no_add_code,11747,A,5,-,MW,115-315,UW1,020,"Tang, Min",Closed,48,48,-,-,%
BIS335,HUMAN RIGHTS IN US,BIS,2022,WIN,no_restriction,no_add_code,11748,A,5,-,M,330-530,*,*,"Streichler, Stuart",Open,46,48,-,-,D
BIS336,US MASS INCARCRTIN,BIS,2022,WIN,no_restriction,no_add_code,11749,A,5,-,M,115-315,UW1,220,"Berger, Dan",Open,47,48,-,-,%B
BIS337,RISK AND RESILIENCE ,BIS,2022,WIN,no_restriction,no_add_code,11750,A,5,-,TTh,845-1045,UW2,005,"Udell, Wadiya A",Open,35,48,-,-,-
BIS338,POLI INSTITU & PROC ,BIS,2022,WIN,no_restriction,no_add_code,11751,A,5,-,W,330-530,*,*,"Streichler, Stuart",Open,42,48,-,-,-
BIS340,APPRS CULTURAL RES,BIS,2022,WIN,no_restriction,no_add_code,21708,A,5,-,MW,115-315,*,*,"Anderson, Christian",Closed,32,32,-,-,D
BIS341,STUDY OF CULTURE,BIS,2022,WIN,no_restriction,no_add_code,11752,A,5,-,Th,1100-100,UW1,210,"Lerum, Kari A",Open,44,48,-,-,B
BIS342,GEOG INF SYS,BIS,2022,WIN,-,-,11753,A,5,-,MW,845-1045,DISC,258,"Lopez, Santiago",Open,23,24,-,-,-
BIS343,GEOG VISUALIZATION,BIS,2022,WIN,-,-,11754,A,5,-,MW,115-315,DISC,258,"Lopez, Santiago",Closed,28,24,-,-,-
BIS349,PERSONALITY PSYCH,BIS,2022,WIN,no_restriction,no_add_code,11755,A,5,-,TTh,330-530,UW2,340,"Stewart, Eric",Closed,50,90,-,-,-
BIS353,HUMAN RGTS THRY/PRC ,BIS,2022,WIN,no_restriction,no_add_code,11756,A,5,-,Th,1100-100,*,*,"Griffin, Maryam S",Closed,48,48,-,-,B
BIS356,ETHICS & ENVIRONMNT ,BIS,2022,WIN,no_restriction,no_add_code,11757,A,5,-,T,330-530,UW1,202,"Atkinson, Jennifer",Open,46,48,-,-,B
BIS363,POLTCS&POPULR MUSIC ,BIS,2022,WIN,no_restriction,no_add_code,21944,A,5,-,-,to_be_arranged,*,*,"Harewood, Susan",Open,44,48,-,-,D
BIS369,INDIGENOUS PSYCH,BIS,2022,WIN,no_restriction,no_add_code,11760,A,5,-,MW,1100-100,UW1,050,"Hartmann, William",Open,47,48,-,-,%
BIS371,20TH CENT AM LIT,BIS,2022,WIN,no_restriction,no_add_code,11761,A,5,-,MW,845-1045,*,*,"Watts, Linda",Open,44,48,-,-,-
BIS374,MID-EAST POLITICS,BIS,2022,WIN,no_restriction,no_add_code,11762,A,5,-,M,1100-100,UW1,040,"Dana, Karam",Open,46,48,-,-,B
BIS379,AM ETHNIC LIT,BIS,2022,WIN,no_restriction,no_add_code,21943,A,5,-,-,to_be_arranged,*,*,"Murr, Jed",Open,47,48,-,-,D
BIS380,BIOETHICS,BIS,2022,WIN,no_restriction,no_add_code,11763,A,5,-,TTh,845-1045,UW1,221,"Harkewicz, Laura J",Open,17,48,-,-,-
BIS384,"HEALTH, MED & SOC",BIS,2022,WIN,no_restriction,no_add_code,11764,A,5,-,TTh,115-315,UW1,221,"Harkewicz, Laura J",Open,31,48,-,-,-
BIS387,WOMEN & AMER LIT,BIS,2022,WIN,no_restriction,no_add_code,11765,A,5,-,TTh,845-1045,*,*,"Watts, Linda",Open,44,48,-,-,-
BIS398,DIR STUDY/RESEARCH,BIS,2022,WIN,IS,add_code_required,11766,A,1-5,-,-,to_be_arranged,-,3,-,-,-,-,-,-,10E
BIS399,PRTFLIO&CAREER DEV,BIS,2022,WIN,Restr,no_add_code,-,A,2,-,-,"to_be_arranged_Redwood,Loren",K.,-,-,Open,19,24,-,-,-
BIS412,ADVANCED DATA VIS,BIS,2022,WIN,Restr,no_add_code,-,A,5,-,MW,115-315,UW1,121,"Trujillo, Caleb",Open,16,32,-,-,%
BIS447,QUANTITATIVE INQUIRY,BIS,2022,WIN,Restr,no_add_code,-,A,5,-,T,1100-100,UW1,120,"Ferrare, Joseph",Open,18,32,-,-,B
BIS490,ADVANCED SEMINAR,BIS,2022,WIN,Restr,no_add_code,-,A,5,-,TTh,115-315,UW1,030,"Lambacher, Jason Frederick",Closed,25,24,-,-,W
BIS490,ADVANCED SEMINAR,BIS,2022,WIN,Restr,no_add_code,-,B,5,-,MW,330-530,SSGC,101,"Padilla, Yolanda",Open,21,24,-,-,W
BIS490,ADVANCED SEMINAR,BIS,2022,WIN,Restr,no_add_code,-,C,5,-,W,-,545-1000P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '261', in original. Note: couldn't interpret 'Charusheela,S', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '13', in original. Note: couldn't interpret '18', in original. Note: couldn't interpret 'WJ', in original."
BIS490,ADVANCED SEMINAR,BIS,2022,WIN,Restr,no_add_code,-,D,5,-,MW,845-1045,UW1,102,"Harewood, Susan",Open,9,24,-,-,W
BIS492,SENIOR THESIS,BIS,2022,WIN,IS,-,11774,A,5,-,-,to_be_arranged,-,-,-,Open,4,-,-,-,"10E Note: couldn't interpret 'W', in original."
BIS495,INTERNSHIP,BIS,2022,WIN,-,add_code_required,11775,A,-,-,-,2-6,F,-,-,-,-,-,-,-,"1100-100 Note: couldn't interpret '*', in original. Note: couldn't interpret '*', in original. Note: couldn't interpret 'Redwood,Loren', in original. Note: couldn't interpret 'K.', in original. Note: couldn't interpret '9', in original. Note: couldn't interpret '15E', in original. Note: couldn't interpret 'CR_NC', in original."
BIS497,STATE INTERNSHIP,BIS,2022,WIN,-,add_code_required,21712,A,5,-,-,to_be_arranged,-,-,"Spaulding, Randy",-,3,5,-,-,-
BIS497,STATE INTERNSHIP,BIS,2022,WIN,-,add_code_required,21713,B,5,-,-,to_be_arranged,-,-,"Spaulding, Randy",-,2,5,-,-,-
BIS497,STATE INTERNSHIP,BIS,2022,WIN,-,add_code_required,21714,C,5,-,-,to_be_arranged,-,-,"Spaulding, Randy",-,2,5,-,-,-
BIS498,UNDERGRAD RESEARCH,BIS,2022,WIN,IS,add_code_required,11779,A,1-5,-,-,to_be_arranged,-,8,-,-,-,-,-,-,10E
