Class Number,Class,Division,Year,Quarter,Restrictions,Add Code Required,SLN,ID,Credit,Laboratory,Meeting Day,Meeting Times,Building,Room,Instructor,Status,Enrolled,Enrollment Limit,Grades,Fee,Other
BIS111,DIGITAL THINKING,BIS,2019,WIN,-,-,21696,A,5,-,TTh,845-1045,DISC,258,"Kim, Jeffrey Y.",Open,6,15,-,-,J
BIS121,INTRO TO DRAWING,BIS,2019,WIN,no_restriction,no_add_code,11677,A,5,-,MW,330-530,UWBB,272,"Noah, Barbara L.",Closed,24,24,-,$15,-
BIS121,INTRO TO DRAWING,BIS,2019,WIN,no_restriction,no_add_code,11678,B,5,-,TTh,845-1045,UWBB,272,"Carpenter, Gary",Open,23,24,-,$15,-
BIS132,INTRO PHOTOGRAPHY,BIS,2019,WIN,no_restriction,no_add_code,11679,A,5,-,MW,330-530,UW2,105,"Hsu, Howard",Closed,25,24,-,-,-
BIS132,INTRO PHOTOGRAPHY,BIS,2019,WIN,no_restriction,no_add_code,11680,B,5,-,F,115-530,UW2,121,"Carpenter, Phillip D",Closed,25,24,-,-,-
BIS133,INTRO ACTING,BIS,2019,WIN,no_restriction,no_add_code,11681,A,2,-,TTh,330-500,UW2,021,"Doyle, Gavin T",Closed,24,24,-,-,-
BIS134,INTRO DANCE,BIS,2019,WIN,no_restriction,no_add_code,11682,A,2,-,MW,915-1045,UW2,021,"Garcia-Snyder, Diana",Open,23,24,-,-,-
BIS134,INTRO DANCE,BIS,2019,WIN,no_restriction,no_add_code,11683,B,2,-,TTh,-,545-715P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '021', in original. Note: couldn't interpret 'Garcia-Snyder,Diana', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '25', in original. Note: couldn't interpret '24', in original."
BIS135,INTRO TO PAINTING,BIS,2019,WIN,no_restriction,no_add_code,11684,A,5,-,F,845-100,UWBB,272,"Noah, Barbara L.",Open,21,24,-,-,-
BIS161,INTRO FILM NARRATIV ,BIS,2019,WIN,no_restriction,no_add_code,11685,A,5,-,F,845-100,UW1,051,"Yum, Samuel M.",Open,44,45,-,-,-
BIS170,INTRO TO PSYCH,BIS,2019,WIN,no_restriction,no_add_code,11686,A,5,-,TTh,845-1045,UW1,010,"McGuire, Mary V.",Open,44,45,-,-,-
BIS175,AMERICAN GOVT,BIS,2019,WIN,no_restriction,no_add_code,11687,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '102', in original. Note: couldn't interpret 'Streichler,Stuart', in original. Note: couldn't interpret 'Alan', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '32', in original. Note: couldn't interpret '45', in original."
BIS181,INTRO TO SOCIOLOGY,BIS,2019,WIN,no_restriction,no_add_code,11688,A,5,-,T,1100-100,UW1,020,"Redwood, Loren K.",Closed,45,45,-,-,B
BIS193,INTRO TO PHILOSOPHY ,BIS,2019,WIN,no_restriction,no_add_code,11689,A,5,-,MW,845-1045,UW1,210,"Trumbull, Robert",Open,42,45,-,-,-
BIS200,INTRO MICROECON,BIS,2019,WIN,no_restriction,no_add_code,11690,A,5,-,MW,845-1045,UW2,005,"Nedita, Codrin C.",Open,19,22,-,-,J
BIS200,INTRO MICROECON,BIS,2019,WIN,no_restriction,no_add_code,11691,B,5,-,MW,1100-100,UW2,141,"Francetich, Alejandro",Closed,22,22,-,-,J
BIS200,INTRO MICROECON,BIS,2019,WIN,no_restriction,no_add_code,11692,C,5,-,TTh,330-530,UW2,005,"Stephany, Aurora",Open,21,22,-,-,J
BIS201,INTRO MACROECON,BIS,2019,WIN,no_restriction,no_add_code,11693,A,5,-,MW,115-315,UW2,005,"Nedita, Codrin C.",Closed,5,22,-,-,J
BIS201,INTRO MACROECON,BIS,2019,WIN,no_restriction,no_add_code,11694,B,5,-,MW,330-530,UW2,005,"Nedita, Codrin C.",Open,2,22,-,-,J
BIS206,ENGAGING LIT ARTS,BIS,2019,WIN,no_restriction,no_add_code,11695,A,5,-,MW,1100-100,UW1,210,"Pedersen, Alice L",Closed,45,45,-,-,-
BIS209,VISUAL & MEDIA,BIS,2019,WIN,no_restriction,no_add_code,11696,A,5,-,MW,845-1045,UW1,050,"Caplow, Deborah",Open,39,45,-,-,-
BIS209,VISUAL & MEDIA,BIS,2019,WIN,no_restriction,no_add_code,11697,B,5,-,TTh,1100-100,HH,1310,"Ali, Anida Y",Closed,25,24,-,-,-
BIS216,INTRO CULTURE STUDY ,BIS,2019,WIN,no_restriction,no_add_code,11698,A,5,-,TTh,1100-100,UW2,131,"Murr, Jonathan E",Closed,45,45,-,-,-
BIS224,INTRO FEMINIST STDY ,BIS,2019,WIN,no_restriction,no_add_code,11699,A,5,-,T,-,545-745P,-,-,-,-,-,-,-,"UW1 Note: couldn't interpret '102', in original. Note: couldn't interpret 'Butler-Wall,Karisa', in original. Note: couldn't interpret 'Anne', in original. Note: couldn't interpret 'Closed', in original. Note: couldn't interpret '45', in original. Note: couldn't interpret '40', in original. Note: couldn't interpret 'B', in original."
BIS232,DATA VISUALIZATION,BIS,2019,WIN,no_restriction,no_add_code,11700,A,5,-,MW,115-315,UW1,120,"Anderson, Baaska",Open,31,32,-,-,-
BIS235,CRIT MEDIA LITERACY ,BIS,2019,WIN,no_restriction,no_add_code,11701,A,5,-,MW,1100-100,UW1,221,"Tang, Min",Closed,45,45,-,-,-
BIS236,INTERACTIVE MEDIA,BIS,2019,WIN,no_restriction,no_add_code,11702,A,5,-,MW,-,545-745P,-,-,-,-,-,-,-,"UW2 Note: couldn't interpret '240', in original. Note: couldn't interpret 'Chen,Mark', in original. Note: couldn't interpret 'Guang-Min', in original. Note: couldn't interpret 'Open', in original. Note: couldn't interpret '42', in original. Note: couldn't interpret '45', in original."
BIS237,PUBLIC SPEAKING/COM ,BIS,2019,WIN,no_restriction,no_add_code,11703,A,5,-,MW,115-315,UW2,031,"Vaughan, Denise A",Open,43,45,-,-,-
BIS242,ENVIRONMENTAL GEOG,BIS,2019,WIN,no_restriction,no_add_code,11704,A,5,-,MW,845-1045,UW1,220,"Malone, Melanie",Open,41,45,-,$3,-
